,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.50,0.15,0.1,0.89,0.66,0.76
0.55,0.19,0.16,0.9,0.76,0.82
0.60,0.25,0.21,0.9,0.84,0.87
0.65,0.3,0.23,0.9,0.91,0.91
0.70,0.23,0.23,0.9,0.95,0.92
0.75,0.13,0.17,0.89,0.98,0.93
0.80,0.07,0.12,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,1.0,0.93
max
0.50,0.15,0.1,0.89,0.66,0.76
0.55,0.19,0.16,0.9,0.76,0.82
0.60,0.25,0.21,0.9,0.84,0.87
0.65,0.3,0.23,0.9,0.91,0.91
0.70,0.23,0.23,0.9,0.95,0.92
0.75,0.13,0.17,0.89,0.98,0.93
0.80,0.07,0.12,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,1.0,0.93
min
0.50,0.15,0.1,0.89,0.66,0.76
0.55,0.19,0.16,0.9,0.76,0.82
0.60,0.25,0.21,0.9,0.84,0.87
0.65,0.3,0.23,0.9,0.91,0.91
0.70,0.23,0.23,0.9,0.95,0.92
0.75,0.13,0.17,0.89,0.98,0.93
0.80,0.07,0.12,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,1.0,0.93
std
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 230.24 seconds
