,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.60,0.11,0.03,0.9,0.49,0.63
0.65,0.18,0.09,0.92,0.65,0.76
0.70,0.27,0.23,0.92,0.8,0.86
0.75,0.38,0.29,0.91,0.9,0.91
0.80,0.27,0.27,0.9,0.97,0.94
0.85,0.1,0.15,0.89,0.99,0.94
0.90,0.02,0.07,0.88,0.99,0.93
max
0.60,0.11,0.03,0.9,0.49,0.63
0.65,0.18,0.09,0.92,0.65,0.76
0.70,0.27,0.23,0.92,0.8,0.86
0.75,0.38,0.29,0.91,0.9,0.91
0.80,0.27,0.27,0.9,0.97,0.94
0.85,0.1,0.15,0.89,0.99,0.94
0.90,0.02,0.07,0.88,0.99,0.93
min
0.60,0.11,0.03,0.9,0.49,0.63
0.65,0.18,0.09,0.92,0.65,0.76
0.70,0.27,0.23,0.92,0.8,0.86
0.75,0.38,0.29,0.91,0.9,0.91
0.80,0.27,0.27,0.9,0.97,0.94
0.85,0.1,0.15,0.89,0.99,0.94
0.90,0.02,0.07,0.88,0.99,0.93
std
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 117.46 seconds
